 Monthly_Income , Total_outstanding_loans ,Defaulter
" $6,638.00 "," $46,304.00 ",NO
" $6,640.00 "," $306,370.00 ",NO
" $6,640.00 "," $30,862.00 ",NO
" $6,644.00 "," $111,710.00 ",NO
" $6,645.00 "," $460,091.00 ",YES
" $6,646.00 "," $469,667.00 ",YES
" $6,647.00 "," $302,176.00 ",NO
" $6,655.00 "," $452,783.00 ",YES
" $6,655.00 "," $404,509.00 ",YES
" $6,658.00 "," $371,395.00 ",NO
" $6,661.00 "," $385,468.00 ",YES
" $6,663.00 "," $458,895.00 ",YES
" $6,666.00 "," $122,772.00 ",NO
" $6,668.00 "," $418,050.00 ",YES
" $6,668.00 "," $111,404.00 ",NO
" $6,668.00 "," $374,925.00 ",NO
" $6,674.00 "," $116,801.00 ",NO
" $6,675.00 "," $57,261.00 ",NO
" $6,676.00 "," $314,830.00 ",NO
" $6,677.00 "," $56,449.00 ",NO
" $6,677.00 "," $364,100.00 ",NO
" $6,679.00 "," $82,534.00 ",NO
" $6,679.00 "," $134,372.00 ",NO
" $6,685.00 "," $240,654.00 ",NO
" $6,685.00 "," $145,265.00 ",NO
" $6,687.00 "," $192,211.00 ",NO
" $6,687.00 "," $349,949.00 ",NO
" $6,689.00 "," $367,690.00 ",NO
" $6,690.00 "," $452,189.00 ",YES
" $6,692.00 "," $220,292.00 ",NO
" $6,695.00 "," $397,288.00 ",YES
" $6,698.00 "," $148,491.00 ",NO
" $6,705.00 "," $284,511.00 ",NO
" $6,714.00 "," $260,552.00 ",NO
" $6,716.00 "," $445,227.00 ",YES
" $6,717.00 "," $331,196.00 ",NO
" $6,722.00 "," $38,739.00 ",NO
" $6,725.00 "," $79,622.00 ",NO
" $6,725.00 "," $176,807.00 ",NO
" $6,726.00 "," $492,157.00 ",YES
" $6,733.00 "," $428,565.00 ",YES
" $6,734.00 "," $356,985.00 ",NO
" $6,735.00 "," $104,226.00 ",NO
" $6,736.00 "," $219,958.00 ",NO
" $6,737.00 "," $203,410.00 ",NO
" $6,741.00 "," $326,817.00 ",NO
" $6,743.00 "," $183,302.00 ",NO
" $6,753.00 "," $307,687.00 ",NO
" $6,759.00 "," $379,688.00 ",YES
" $6,759.00 "," $406,004.00 ",YES
" $6,763.00 "," $287,367.00 ",NO
" $6,768.00 "," $261,936.00 ",NO
" $6,772.00 "," $235,894.00 ",NO
" $6,772.00 "," $156,287.00 ",NO
" $6,775.00 "," $152,942.00 ",NO
" $6,777.00 "," $257,639.00 ",NO
" $6,780.00 "," $338,249.00 ",NO
" $6,781.00 "," $474,567.00 ",YES
" $6,786.00 "," $447,633.00 ",YES
" $6,787.00 "," $462,770.00 ",YES
" $6,789.00 "," $457,902.00 ",YES
" $6,791.00 "," $44,980.00 ",NO
" $6,793.00 "," $80,804.00 ",NO
" $6,798.00 "," $285,032.00 ",NO
" $6,800.00 "," $372,863.00 ",NO
" $6,802.00 "," $146,797.00 ",NO
" $6,803.00 "," $23,337.00 ",NO
" $6,811.00 "," $31,070.00 ",NO
" $6,812.00 "," $61,976.00 ",NO
" $6,814.00 "," $390,946.00 ",YES
" $6,815.00 "," $357,225.00 ",NO
" $6,816.00 "," $59,526.00 ",NO
" $6,823.00 "," $474,935.00 ",YES
" $6,825.00 "," $320,523.00 ",NO
" $6,825.00 "," $133,951.00 ",NO
" $6,826.00 "," $134,318.00 ",NO
" $6,829.00 "," $498,884.00 ",YES
" $6,834.00 "," $284,214.00 ",NO
" $6,838.00 "," $38,814.00 ",NO
" $6,841.00 "," $355,986.00 ",NO
" $6,844.00 "," $413,011.00 ",YES
" $6,845.00 "," $179,554.00 ",NO
" $6,848.00 "," $170,879.00 ",NO
" $6,850.00 "," $380,826.00 ",YES
" $6,854.00 "," $196,433.00 ",NO
" $6,854.00 "," $159,653.00 ",NO
" $6,856.00 "," $441,253.00 ",YES
" $6,856.00 "," $178,079.00 ",NO
" $6,856.00 "," $87,452.00 ",NO
" $6,864.00 "," $386,011.00 ",YES
" $6,867.00 "," $231,616.00 ",NO
" $6,869.00 "," $314,189.00 ",NO
" $6,873.00 "," $238,904.00 ",NO
" $6,875.00 "," $20,297.00 ",NO
" $6,880.00 "," $448,450.00 ",YES
" $6,885.00 "," $243,459.00 ",NO
" $6,885.00 "," $388,301.00 ",YES
" $6,891.00 "," $66,619.00 ",NO
" $6,897.00 "," $170,086.00 ",NO
" $6,897.00 "," $304,613.00 ",NO
" $6,899.00 "," $219,274.00 ",NO
" $6,902.00 "," $430,300.00 ",YES
" $6,903.00 "," $412,092.00 ",YES
" $6,904.00 "," $62,344.00 ",NO
" $6,908.00 "," $49,779.00 ",NO
" $6,908.00 "," $206,109.00 ",NO
" $6,914.00 "," $476,915.00 ",YES
" $6,916.00 "," $131,822.00 ",NO
" $6,916.00 "," $203,018.00 ",NO
" $6,919.00 "," $111,882.00 ",NO
" $6,928.00 "," $486,667.00 ",YES
" $6,928.00 "," $202,223.00 ",NO
" $6,928.00 "," $143,156.00 ",NO
" $6,929.00 "," $402,326.00 ",YES
" $6,933.00 "," $318,864.00 ",NO
" $6,933.00 "," $194,960.00 ",NO
" $6,935.00 "," $294,213.00 ",NO
" $6,937.00 "," $97,125.00 ",NO
" $6,941.00 "," $114,177.00 ",NO
" $6,943.00 "," $152,634.00 ",NO
" $6,944.00 "," $78,515.00 ",NO
" $6,951.00 "," $311,846.00 ",NO
" $6,953.00 "," $367,910.00 ",NO
" $6,955.00 "," $152,031.00 ",NO
" $6,956.00 "," $64,999.00 ",NO
" $6,957.00 "," $27,042.00 ",NO
" $6,957.00 "," $205,669.00 ",NO
" $6,958.00 "," $449,168.00 ",YES
" $6,960.00 "," $105,510.00 ",NO
" $6,960.00 "," $134,475.00 ",NO
" $6,963.00 "," $275,973.00 ",NO
" $6,969.00 "," $304,706.00 ",NO
" $6,973.00 "," $286,599.00 ",NO
" $6,977.00 "," $415,812.00 ",YES
" $6,978.00 "," $54,991.00 ",NO
" $6,982.00 "," $277,880.00 ",NO
" $6,984.00 "," $124,940.00 ",NO
" $6,984.00 "," $416,325.00 ",YES
" $6,991.00 "," $36,079.00 ",NO
" $6,997.00 "," $75,718.00 ",NO
" $7,004.00 "," $314,573.00 ",NO
" $7,004.00 "," $272,751.00 ",NO
" $7,004.00 "," $29,396.00 ",NO
" $7,006.00 "," $155,878.00 ",NO
" $7,006.00 "," $29,416.00 ",NO
" $7,009.00 "," $367,724.00 ",NO
" $7,009.00 "," $332,308.00 ",NO
" $7,017.00 "," $27,104.00 ",NO
" $7,022.00 "," $139,867.00 ",NO
" $7,026.00 "," $434,908.00 ",YES
" $7,026.00 "," $178,377.00 ",NO
" $7,028.00 "," $73,315.00 ",NO
" $7,033.00 "," $84,932.00 ",NO
" $7,035.00 "," $88,411.00 ",NO
" $7,035.00 "," $328,339.00 ",NO
" $7,035.00 "," $58,171.00 ",NO
" $7,039.00 "," $490,419.00 ",YES
" $7,057.00 "," $116,139.00 ",NO
" $7,057.00 "," $190,545.00 ",NO
" $7,058.00 "," $215,993.00 ",NO
" $7,058.00 "," $455,134.00 ",YES
" $7,059.00 "," $63,246.00 ",NO
" $7,064.00 "," $342,795.00 ",NO
" $7,067.00 "," $79,101.00 ",NO
" $7,073.00 "," $56,715.00 ",NO
" $7,074.00 "," $115,975.00 ",NO
" $7,074.00 "," $436,127.00 ",YES
" $7,075.00 "," $493,041.00 ",YES
" $7,081.00 "," $249,932.00 ",NO
" $7,081.00 "," $355,110.00 ",NO
" $7,082.00 "," $440,673.00 ",YES
" $7,091.00 "," $161,983.00 ",NO
" $7,091.00 "," $13,966.00 ",NO
" $7,100.00 "," $469,077.00 ",YES
" $7,100.00 "," $318,658.00 ",NO
" $7,101.00 "," $406,857.00 ",YES
" $7,106.00 "," $139,095.00 ",NO
" $7,106.00 "," $32,884.00 ",NO
" $7,107.00 "," $471,766.00 ",YES
" $7,111.00 "," $44,038.00 ",NO
" $7,121.00 "," $153,390.00 ",NO
" $7,122.00 "," $68,770.00 ",NO
" $7,127.00 "," $362,727.00 ",NO
" $7,127.00 "," $345,588.00 ",NO
" $7,128.00 "," $181,185.00 ",NO
" $7,128.00 "," $424,833.00 ",YES
" $7,130.00 "," $353,433.00 ",NO
" $7,132.00 "," $412,875.00 ",YES
" $7,140.00 "," $434,590.00 ",YES
" $7,142.00 "," $371,759.00 ",NO
" $7,147.00 "," $82,091.00 ",NO
" $7,148.00 "," $187,073.00 ",NO
" $7,148.00 "," $162,694.00 ",NO
" $7,150.00 "," $256,552.00 ",NO
" $7,150.00 "," $280,321.00 ",NO
" $7,152.00 "," $311,985.00 ",NO
" $7,160.00 "," $73,634.00 ",NO
" $7,167.00 "," $38,528.00 ",NO
" $7,172.00 "," $102,693.00 ",NO
" $7,175.00 "," $246,169.00 ",NO
" $7,175.00 "," $45,967.00 ",NO
" $7,179.00 "," $252,214.00 ",NO
" $7,180.00 "," $318,974.00 ",NO
" $7,182.00 "," $92,454.00 ",NO
" $7,184.00 "," $419,195.00 ",YES
" $7,184.00 "," $464,018.00 ",YES
" $7,187.00 "," $233,527.00 ",NO
" $7,192.00 "," $196,061.00 ",NO
" $7,193.00 "," $145,411.00 ",NO
" $7,193.00 "," $118,869.00 ",NO
" $7,194.00 "," $334,745.00 ",NO
" $7,197.00 "," $204,387.00 ",NO
" $7,199.00 "," $71,319.00 ",NO
" $7,200.00 "," $388,058.00 ",YES
" $7,201.00 "," $440,123.00 ",YES
" $7,201.00 "," $54,659.00 ",NO
" $7,202.00 "," $341,911.00 ",NO
" $7,206.00 "," $350,972.00 ",NO
" $7,207.00 "," $360,650.00 ",NO
" $7,209.00 "," $447,492.00 ",YES
" $7,211.00 "," $153,797.00 ",NO
" $7,212.00 "," $339,068.00 ",NO
" $7,217.00 "," $207,461.00 ",NO
" $7,217.00 "," $308,411.00 ",NO
" $7,226.00 "," $288,170.00 ",NO
" $7,227.00 "," $93,880.00 ",NO
" $7,233.00 "," $446,975.00 ",YES
" $7,238.00 "," $275,865.00 ",NO
" $7,246.00 "," $116,851.00 ",NO
" $7,248.00 "," $94,587.00 ",NO
" $7,249.00 "," $351,197.00 ",NO
" $7,251.00 "," $206,896.00 ",NO
" $7,255.00 "," $25,648.00 ",NO
" $7,258.00 "," $24,167.00 ",NO
" $7,259.00 "," $338,070.00 ",NO
" $7,261.00 "," $252,921.00 ",NO
" $7,264.00 "," $97,732.00 ",NO
" $7,270.00 "," $305,154.00 ",NO
" $7,276.00 "," $266,081.00 ",NO
" $7,277.00 "," $371,381.00 ",NO
" $7,277.00 "," $37,047.00 ",NO
" $7,282.00 "," $191,970.00 ",NO
" $7,283.00 "," $34,059.00 ",NO
" $7,283.00 "," $429,278.00 ",YES
" $7,284.00 "," $348,667.00 ",NO
" $7,286.00 "," $319,166.00 ",NO
" $7,288.00 "," $375,808.00 ",NO
" $7,289.00 "," $430,583.00 ",YES
" $7,300.00 "," $342,849.00 ",NO
" $7,300.00 "," $461,980.00 ",YES
" $7,306.00 "," $365,013.00 ",NO
" $7,308.00 "," $118,311.00 ",NO
" $7,311.00 "," $103,014.00 ",NO
" $7,311.00 "," $326,493.00 ",NO
" $7,313.00 "," $489,705.00 ",YES
" $7,320.00 "," $288,352.00 ",NO
" $7,320.00 "," $350,296.00 ",NO
" $7,323.00 "," $248,110.00 ",NO
" $7,324.00 "," $416,604.00 ",YES
" $7,331.00 "," $281,580.00 ",NO
" $7,331.00 "," $26,910.00 ",NO
" $7,332.00 "," $46,793.00 ",NO
" $7,334.00 "," $417,453.00 ",YES
" $7,335.00 "," $493,845.00 ",YES
" $7,336.00 "," $338,484.00 ",NO
" $7,338.00 "," $156,212.00 ",NO
" $7,344.00 "," $229,481.00 ",NO
" $7,345.00 "," $118,570.00 ",NO
" $7,346.00 "," $260,488.00 ",NO
" $7,347.00 "," $322,848.00 ",NO
" $7,352.00 "," $73,219.00 ",NO
" $7,352.00 "," $349,412.00 ",NO
" $7,355.00 "," $56,059.00 ",NO
" $7,355.00 "," $225,055.00 ",NO
" $7,365.00 "," $248,128.00 ",NO
" $7,365.00 "," $351,120.00 ",NO
" $7,371.00 "," $105,231.00 ",NO
" $7,375.00 "," $499,863.00 ",YES
" $7,377.00 "," $464,039.00 ",YES
" $7,380.00 "," $364,449.00 ",NO
" $7,384.00 "," $438,580.00 ",YES
" $7,386.00 "," $497,221.00 ",YES
" $7,386.00 "," $477,019.00 ",YES
" $7,387.00 "," $173,808.00 ",NO
" $7,389.00 "," $279,430.00 ",NO
" $7,393.00 "," $366,231.00 ",NO
" $7,395.00 "," $419,489.00 ",YES
" $7,396.00 "," $343,693.00 ",NO
" $7,399.00 "," $432,753.00 ",YES
" $7,401.00 "," $373,429.00 ",NO
" $7,402.00 "," $165,954.00 ",NO
" $7,402.00 "," $271,745.00 ",NO
" $7,407.00 "," $292,285.00 ",NO
" $7,407.00 "," $22,283.00 ",NO
" $7,409.00 "," $409,875.00 ",YES
" $7,415.00 "," $60,157.00 ",NO
" $7,415.00 "," $77,834.00 ",NO
" $7,419.00 "," $243,334.00 ",NO
" $7,422.00 "," $309,673.00 ",NO
" $7,423.00 "," $313,609.00 ",NO
" $7,423.00 "," $100,853.00 ",NO
" $7,426.00 "," $94,004.00 ",NO
" $7,428.00 "," $389,124.00 ",YES
" $7,433.00 "," $336,640.00 ",NO
" $7,437.00 "," $169,515.00 ",NO
" $7,440.00 "," $441,324.00 ",YES
" $7,442.00 "," $148,596.00 ",NO
" $7,442.00 "," $371,170.00 ",NO
" $7,446.00 "," $328,940.00 ",NO
" $7,448.00 "," $391,566.00 ",YES
" $7,455.00 "," $220,413.00 ",NO
" $7,460.00 "," $122,911.00 ",NO
" $7,466.00 "," $111,762.00 ",NO
" $7,469.00 "," $357,912.00 ",NO
" $7,471.00 "," $198,238.00 ",NO
" $7,474.00 "," $435,360.00 ",YES
" $7,477.00 "," $305,145.00 ",NO
" $7,478.00 "," $93,632.00 ",NO
" $7,479.00 "," $246,071.00 ",NO
" $7,483.00 "," $430,166.00 ",YES
" $7,486.00 "," $213,434.00 ",NO
" $7,489.00 "," $263,419.00 ",NO
" $7,490.00 "," $332,466.00 ",NO
" $7,493.00 "," $242,452.00 ",NO
" $7,495.00 "," $325,460.00 ",NO
" $7,495.00 "," $259,843.00 ",NO
" $7,497.00 "," $149,212.00 ",NO
" $7,498.00 "," $385,893.00 ",YES
" $7,500.00 "," $383,761.00 ",YES
" $7,503.00 "," $263,012.00 ",NO
" $7,504.00 "," $290,411.00 ",NO
" $7,504.00 "," $360,977.00 ",NO
" $7,505.00 "," $64,437.00 ",NO
" $7,515.00 "," $250,795.00 ",NO
" $7,517.00 "," $416,226.00 ",YES
" $7,518.00 "," $217,453.00 ",NO
" $7,519.00 "," $203,169.00 ",NO
" $7,520.00 "," $199,788.00 ",NO
" $7,525.00 "," $21,646.00 ",NO
" $7,525.00 "," $477,437.00 ",YES
" $7,527.00 "," $145,981.00 ",NO
" $7,530.00 "," $16,809.00 ",NO
" $7,530.00 "," $138,750.00 ",NO
" $7,533.00 "," $126,392.00 ",NO
" $7,533.00 "," $326,767.00 ",NO
" $7,540.00 "," $318,443.00 ",NO
" $7,542.00 "," $56,943.00 ",NO
" $7,544.00 "," $140,857.00 ",NO
" $7,546.00 "," $210,982.00 ",NO
" $7,547.00 "," $116,290.00 ",NO
" $7,553.00 "," $125,922.00 ",NO
" $7,560.00 "," $423,078.00 ",YES
" $7,561.00 "," $181,867.00 ",NO
" $7,564.00 "," $115,783.00 ",NO
" $7,565.00 "," $217,988.00 ",NO
" $7,572.00 "," $251,183.00 ",NO
" $7,577.00 "," $138,882.00 ",NO
" $7,579.00 "," $471,329.00 ",YES
" $7,582.00 "," $407,039.00 ",YES
" $7,588.00 "," $94,408.00 ",NO
" $7,589.00 "," $306,275.00 ",NO
" $7,591.00 "," $471,270.00 ",YES
" $7,595.00 "," $320,121.00 ",NO
" $7,596.00 "," $129,380.00 ",NO
" $7,597.00 "," $411,093.00 ",YES
" $7,598.00 "," $442,710.00 ",YES
" $7,599.00 "," $82,481.00 ",NO
" $7,601.00 "," $92,152.00 ",NO
" $7,601.00 "," $304,947.00 ",NO
" $7,603.00 "," $453,611.00 ",YES
" $7,604.00 "," $15,360.00 ",NO
" $7,606.00 "," $28,562.00 ",NO
" $7,607.00 "," $101,677.00 ",NO
" $7,607.00 "," $20,837.00 ",NO
" $7,609.00 "," $445,404.00 ",YES
" $7,611.00 "," $284,615.00 ",NO
" $7,616.00 "," $59,310.00 ",NO
" $7,617.00 "," $445,310.00 ",YES
" $7,622.00 "," $157,029.00 ",NO
" $7,626.00 "," $259,999.00 ",NO
" $7,630.00 "," $497,460.00 ",YES
" $7,631.00 "," $59,623.00 ",NO
" $7,634.00 "," $183,400.00 ",NO
" $7,636.00 "," $249,257.00 ",NO
" $7,641.00 "," $12,764.00 ",NO
" $7,642.00 "," $361,041.00 ",NO
" $7,643.00 "," $25,956.00 ",NO
" $7,649.00 "," $190,320.00 ",NO
" $7,666.00 "," $328,009.00 ",NO
" $7,673.00 "," $237,550.00 ",NO
" $7,682.00 "," $424,466.00 ",YES
" $7,682.00 "," $279,912.00 ",NO
" $7,688.00 "," $459,837.00 ",YES
" $7,691.00 "," $305,716.00 ",NO
" $7,691.00 "," $406,017.00 ",YES
" $7,696.00 "," $412,502.00 ",YES
" $7,700.00 "," $428,458.00 ",YES
" $7,703.00 "," $473,022.00 ",YES
" $7,705.00 "," $265,272.00 ",NO
" $7,705.00 "," $236,978.00 ",NO
" $7,712.00 "," $337,434.00 ",NO
" $7,713.00 "," $329,608.00 ",NO
" $7,713.00 "," $125,462.00 ",NO
" $7,715.00 "," $357,485.00 ",NO
" $7,715.00 "," $477,822.00 ",YES
" $7,717.00 "," $444,427.00 ",YES
" $7,717.00 "," $22,049.00 ",NO
" $7,719.00 "," $356,640.00 ",NO
" $7,722.00 "," $478,614.00 ",YES
" $7,724.00 "," $257,970.00 ",NO
" $7,728.00 "," $373,124.00 ",NO
" $7,729.00 "," $14,792.00 ",NO
" $7,730.00 "," $497,833.00 ",YES
" $7,736.00 "," $111,140.00 ",NO
" $7,744.00 "," $207,869.00 ",NO
" $7,747.00 "," $177,975.00 ",NO
" $7,747.00 "," $207,972.00 ",NO
" $7,750.00 "," $427,541.00 ",YES
" $7,753.00 "," $268,480.00 ",NO
" $7,754.00 "," $450,290.00 ",YES
" $7,757.00 "," $328,195.00 ",NO
" $7,757.00 "," $234,460.00 ",NO
" $7,762.00 "," $218,703.00 ",NO
" $7,765.00 "," $32,142.00 ",NO
" $7,770.00 "," $152,901.00 ",NO
" $7,770.00 "," $324,473.00 ",NO
" $7,776.00 "," $481,238.00 ",YES
" $7,776.00 "," $254,884.00 ",NO
" $7,776.00 "," $357,930.00 ",NO
" $7,778.00 "," $99,632.00 ",NO
" $7,782.00 "," $410,373.00 ",YES
" $7,783.00 "," $197,564.00 ",NO
" $7,783.00 "," $395,360.00 ",YES
" $7,789.00 "," $11,944.00 ",NO
" $7,789.00 "," $401,354.00 ",YES
" $7,797.00 "," $38,243.00 ",NO
" $7,797.00 "," $269,527.00 ",NO
" $7,803.00 "," $80,974.00 ",NO
" $7,806.00 "," $276,092.00 ",NO
" $7,808.00 "," $18,890.00 ",NO
" $7,810.00 "," $17,859.00 ",NO
" $7,817.00 "," $227,688.00 ",NO
" $7,817.00 "," $23,593.00 ",NO
" $7,823.00 "," $30,114.00 ",NO
" $7,824.00 "," $478,676.00 ",YES
" $7,824.00 "," $180,301.00 ",NO
" $7,825.00 "," $55,164.00 ",NO
" $7,825.00 "," $422,755.00 ",YES
" $7,830.00 "," $465,621.00 ",YES
" $7,831.00 "," $204,700.00 ",NO
" $7,831.00 "," $499,982.00 ",YES
" $7,832.00 "," $16,282.00 ",NO
" $7,834.00 "," $258,256.00 ",NO
" $7,836.00 "," $241,558.00 ",NO
" $7,836.00 "," $420,997.00 ",YES
" $7,838.00 "," $425,145.00 ",YES
" $7,839.00 "," $276,336.00 ",NO
" $7,843.00 "," $347,619.00 ",NO
" $7,848.00 "," $442,329.00 ",YES
" $7,849.00 "," $79,390.00 ",NO
" $7,851.00 "," $154,783.00 ",NO
" $7,854.00 "," $414,977.00 ",YES
" $7,861.00 "," $242,966.00 ",NO
" $7,862.00 "," $459,030.00 ",YES
" $7,862.00 "," $34,758.00 ",NO
" $7,863.00 "," $372,844.00 ",NO
" $7,863.00 "," $46,410.00 ",NO
" $7,872.00 "," $359,448.00 ",NO
" $7,876.00 "," $225,864.00 ",NO
" $7,877.00 "," $494,997.00 ",YES
" $7,878.00 "," $483,150.00 ",YES
" $7,881.00 "," $373,652.00 ",NO
" $7,885.00 "," $158,623.00 ",NO
" $7,885.00 "," $487,476.00 ",YES
" $7,885.00 "," $129,194.00 ",NO
" $7,893.00 "," $370,101.00 ",NO
" $7,898.00 "," $148,742.00 ",NO
" $7,901.00 "," $331,954.00 ",NO
" $7,913.00 "," $387,313.00 ",YES
" $7,922.00 "," $22,219.00 ",NO
" $7,926.00 "," $54,974.00 ",NO
" $7,927.00 "," $117,372.00 ",NO
" $7,927.00 "," $18,654.00 ",NO
" $7,929.00 "," $322,238.00 ",NO
" $7,930.00 "," $312,131.00 ",NO
" $7,932.00 "," $136,557.00 ",NO
" $7,934.00 "," $227,247.00 ",NO
" $7,938.00 "," $237,602.00 ",NO
" $7,940.00 "," $382,154.00 ",YES
" $7,943.00 "," $433,056.00 ",YES
" $7,945.00 "," $368,653.00 ",NO
" $7,945.00 "," $255,254.00 ",NO
" $7,946.00 "," $19,156.00 ",NO
" $7,947.00 "," $196,418.00 ",NO
" $7,951.00 "," $253,302.00 ",NO
" $7,954.00 "," $11,087.00 ",NO
" $7,958.00 "," $354,471.00 ",NO
" $7,958.00 "," $339,839.00 ",NO
" $7,964.00 "," $260,289.00 ",NO
" $7,979.00 "," $302,919.00 ",NO
" $7,980.00 "," $385,035.00 ",YES
" $7,988.00 "," $276,820.00 ",NO
" $7,988.00 "," $348,508.00 ",NO
" $7,990.00 "," $293,072.00 ",NO
" $7,991.00 "," $420,020.00 ",YES
" $7,996.00 "," $38,344.00 ",NO
" $7,996.00 "," $314,646.00 ",NO
" $8,000.00 "," $154,009.00 ",NO
" $8,001.00 "," $102,509.00 ",NO
" $8,005.00 "," $132,203.00 ",NO
" $8,012.00 "," $113,163.00 ",NO
" $8,013.00 "," $459,482.00 ",YES
" $8,021.00 "," $176,892.00 ",NO
" $8,021.00 "," $250,921.00 ",NO
" $8,023.00 "," $17,493.00 ",NO
" $8,024.00 "," $188,797.00 ",NO
" $8,028.00 "," $16,102.00 ",NO
" $8,040.00 "," $246,105.00 ",NO
" $8,042.00 "," $440,205.00 ",YES
" $8,044.00 "," $306,983.00 ",NO
" $8,044.00 "," $463,395.00 ",YES
" $8,045.00 "," $394,018.00 ",YES
" $8,053.00 "," $93,060.00 ",NO
" $8,056.00 "," $333,518.00 ",NO
" $8,058.00 "," $169,431.00 ",NO
" $8,060.00 "," $272,332.00 ",NO
" $8,060.00 "," $169,315.00 ",NO
" $8,063.00 "," $116,985.00 ",NO
" $8,071.00 "," $357,138.00 ",NO
" $8,073.00 "," $239,877.00 ",NO
" $8,079.00 "," $23,861.00 ",NO
" $8,080.00 "," $66,124.00 ",NO
" $8,082.00 "," $289,326.00 ",NO
" $8,088.00 "," $103,842.00 ",NO
" $8,090.00 "," $223,503.00 ",NO
" $8,092.00 "," $334,550.00 ",NO
" $8,094.00 "," $141,614.00 ",NO
" $8,098.00 "," $65,619.00 ",NO
" $8,104.00 "," $378,695.00 ",YES
" $8,104.00 "," $44,267.00 ",NO
" $8,104.00 "," $320,062.00 ",NO
" $8,106.00 "," $262,871.00 ",NO
" $8,106.00 "," $432,577.00 ",YES
" $8,107.00 "," $64,749.00 ",NO
" $8,108.00 "," $472,613.00 ",YES
" $8,108.00 "," $152,476.00 ",NO
" $8,108.00 "," $34,348.00 ",NO
" $8,113.00 "," $294,593.00 ",NO
" $8,115.00 "," $430,239.00 ",YES
" $8,122.00 "," $283,622.00 ",NO
" $8,124.00 "," $65,143.00 ",NO
" $8,126.00 "," $129,637.00 ",NO
" $8,128.00 "," $220,387.00 ",NO
" $8,133.00 "," $440,769.00 ",YES
" $8,138.00 "," $255,830.00 ",NO
" $8,142.00 "," $138,206.00 ",NO
" $8,147.00 "," $454,051.00 ",YES
" $8,148.00 "," $84,609.00 ",NO
" $8,148.00 "," $249,817.00 ",NO
" $8,149.00 "," $75,463.00 ",NO
" $8,150.00 "," $289,798.00 ",NO
" $8,152.00 "," $367,317.00 ",NO
" $8,155.00 "," $464,847.00 ",YES
" $8,161.00 "," $424,796.00 ",YES
" $8,163.00 "," $396,144.00 ",YES
" $8,169.00 "," $192,162.00 ",NO
" $8,170.00 "," $29,240.00 ",NO
" $8,177.00 "," $390,790.00 ",YES
" $8,180.00 "," $252,151.00 ",NO
" $8,182.00 "," $57,052.00 ",NO
" $8,191.00 "," $268,111.00 ",NO
" $8,192.00 "," $469,457.00 ",YES
" $8,192.00 "," $202,250.00 ",NO
" $8,193.00 "," $115,455.00 ",NO
" $8,194.00 "," $262,996.00 ",NO
" $8,194.00 "," $168,733.00 ",NO
" $8,199.00 "," $192,015.00 ",NO
" $8,201.00 "," $45,836.00 ",NO
" $8,206.00 "," $310,801.00 ",NO
" $8,208.00 "," $396,564.00 ",YES
" $8,211.00 "," $260,765.00 ",NO
" $8,217.00 "," $486,544.00 ",YES
" $8,226.00 "," $31,688.00 ",NO
" $8,226.00 "," $159,616.00 ",NO
" $8,227.00 "," $398,926.00 ",YES
" $8,227.00 "," $410,894.00 ",YES
" $8,228.00 "," $425,002.00 ",YES
" $8,228.00 "," $97,918.00 ",NO
" $8,230.00 "," $331,587.00 ",NO
" $8,232.00 "," $270,821.00 ",NO
" $8,232.00 "," $61,131.00 ",NO
" $8,233.00 "," $478,980.00 ",YES
" $8,235.00 "," $203,218.00 ",NO
" $8,237.00 "," $35,791.00 ",NO
" $8,239.00 "," $316,563.00 ",NO
" $8,242.00 "," $181,807.00 ",NO
" $8,244.00 "," $434,229.00 ",YES
" $8,245.00 "," $418,849.00 ",NO
" $8,246.00 "," $138,851.00 ",NO
" $8,247.00 "," $281,909.00 ",NO
" $8,248.00 "," $366,595.00 ",NO
" $8,250.00 "," $91,284.00 ",NO
" $8,250.00 "," $148,310.00 ",NO
" $8,252.00 "," $145,351.00 ",NO
" $8,253.00 "," $487,667.00 ",NO
" $8,253.00 "," $258,780.00 ",NO
" $8,256.00 "," $371,611.00 ",NO
" $8,261.00 "," $152,288.00 ",NO
" $8,263.00 "," $478,590.00 ",NO
" $8,265.00 "," $347,476.00 ",NO
" $8,266.00 "," $388,647.00 ",NO
" $8,271.00 "," $433,206.00 ",NO
" $8,272.00 "," $160,361.00 ",NO
" $8,273.00 "," $307,241.00 ",NO
" $8,275.00 "," $80,605.00 ",NO
" $8,281.00 "," $386,942.00 ",NO
" $8,286.00 "," $205,744.00 ",NO
" $8,290.00 "," $17,742.00 ",NO
" $8,292.00 "," $314,165.00 ",NO
" $8,294.00 "," $271,104.00 ",NO
" $8,295.00 "," $370,571.00 ",NO
" $8,299.00 "," $47,287.00 ",NO
" $8,302.00 "," $194,896.00 ",NO
" $8,304.00 "," $233,471.00 ",NO
" $8,311.00 "," $403,262.00 ",NO
" $8,312.00 "," $373,708.00 ",NO
" $8,312.00 "," $26,453.00 ",NO
" $8,313.00 "," $248,998.00 ",NO
" $8,316.00 "," $428,203.00 ",NO
" $8,316.00 "," $405,048.00 ",NO
" $8,321.00 "," $336,953.00 ",NO
" $8,325.00 "," $86,740.00 ",NO
" $8,326.00 "," $178,095.00 ",NO
" $8,328.00 "," $410,696.00 ",NO
" $8,330.00 "," $279,826.00 ",NO
